step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,5,0,0,0,5,0,0.0,0.0,12.59071421001321,0,0.0,0.9658957048726139,0,0.0
10.0,9,0,0,0,9,0,0.0,0.0,12.767868654758873,0,0.0,0.9695539732912101,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,11.19113433155264,0,0.0,0.8319692003064475,0,0.0
20.0,14,0,2,0,14,0,6.0,0.42857142857142855,9.382919282981366,2,6.0,0.5703040236122907,2,6.0
25.0,15,0,1,0,15,0,1.0,0.06666666666666667,9.421578610064868,1,3.0,0.6684184119211692,1,3.0
30.0,15,0,1,3,18,0,6.0,0.4,10.86184756993425,1,6.0,0.6120694630606128,1,6.0
35.0,20,0,0,5,25,0,0.0,0.0,11.104410723929096,0,1.0,0.7984894168971993,0,1.0
40.0,21,0,1,8,29,0,4.0,0.19047619047619047,11.772250111103165,1,4.0,0.8438495817986418,1,4.0
45.0,22,0,2,11,33,0,11.0,0.5,11.514438270580547,2,11.0,0.7700438378984211,2,11.0
50.0,21,0,1,15,36,0,2.0,0.09523809523809523,9.55073775486566,1,2.0,0.635926974817103,1,2.0
55.0,16,0,3,20,36,0,12.0,0.75,8.030452675783355,3,12.0,0.35346115136777256,3,12.0
60.0,18,0,0,21,39,0,0.0,0.0,8.15158317016681,0,10.0,0.41321482436895624,0,10.0
65.0,17,0,1,25,42,0,3.0,0.17647058823529413,11.523055439216806,1,3.0,0.797465195022754,1,3.0
70.0,18,0,1,28,46,0,8.0,0.4444444444444444,12.669847204922856,1,8.0,0.8472237393305783,1,8.0
75.0,17,0,0,32,49,0,0.0,0.0,11.52304325631721,0,0.0,0.7990333884258201,0,0.0
80.0,16,0,3,37,53,0,8.0,0.5,10.3737218656939,3,8.0,0.6488259834884075,3,8.0
85.0,20,0,0,39,59,0,0.0,0.0,10.455751449429865,0,4.0,0.7701494733966395,0,4.0
90.0,22,0,0,42,64,0,0.0,0.0,12.209954205569408,0,0.0,0.8867154896352295,0,0.0
95.0,24,0,1,43,67,0,2.0,0.08333333333333333,11.34458860505164,1,2.0,0.7235120369415236,1,2.0
100.0,23,0,0,47,70,0,0.0,0.0,8.878966845720873,0,2.0,0.5448326820765433,0,2.0
105.0,24,0,4,50,74,0,16.0,0.6666666666666666,9.921929704422496,4,16.0,0.6076171682161056,4,16.0
110.0,22,0,0,55,77,0,0.0,0.0,8.328438803951416,0,16.0,0.5156739949171623,0,16.0
115.0,21,0,1,58,79,0,5.0,0.23809523809523808,10.127952181601941,1,5.0,0.5988413895222939,1,5.0
120.0,21,0,3,62,83,0,16.0,0.7619047619047619,11.17974348672092,3,16.0,0.6775796446962619,3,16.0
125.0,22,0,0,66,88,0,0.0,0.0,11.302048943803946,0,4.0,0.7968079613417284,0,4.0
130.0,21,0,1,71,92,0,1.0,0.047619047619047616,11.86365899931198,1,1.0,0.8214628857156345,1,1.0
135.0,20,0,2,75,95,0,2.0,0.1,7.887291752577116,2,3.0,0.5080825211285728,2,3.0
140.0,20,0,4,78,98,0,19.0,0.95,8.796619036462221,4,19.0,0.5535171892470065,4,19.0
145.0,25,0,2,79,104,0,3.0,0.12,8.831632225440673,2,19.0,0.5659226395418091,2,19.0
150.0,25,0,5,83,108,0,27.0,1.08,9.244372835600538,5,27.0,0.5812359783819062,5,27.0
155.0,26,0,4,85,111,0,6.0,0.23076923076923078,7.199632867861949,4,32.0,0.4099682255416384,4,32.0
160.0,26,0,4,89,115,0,14.0,0.5384615384615384,7.647198374453558,4,20.0,0.42694710908433886,4,20.0
165.0,26,0,4,91,117,0,34.0,1.3076923076923077,9.37404686844615,4,34.0,0.535681920515127,4,34.0
170.0,27,0,2,94,121,0,3.0,0.1111111111111111,7.758153567738534,2,23.0,0.42836780064379604,2,23.0
175.0,24,0,7,100,124,0,31.0,1.2916666666666667,7.190731228457594,7,31.0,0.3544352261741852,7,31.0
180.0,23,0,6,103,126,0,24.0,1.0434782608695652,5.9325254118169894,6,55.0,0.2696712593809008,6,55.0
185.0,24,0,1,107,131,0,2.0,0.08333333333333333,7.733822311292722,1,37.0,0.43666671148978553,1,37.0
190.0,27,0,1,108,135,0,7.0,0.25925925925925924,10.077197501436812,1,12.0,0.5854606513124668,1,12.0
195.0,27,0,2,111,138,0,3.0,0.1111111111111111,8.692196246914882,2,8.0,0.4534500241855818,2,8.0
200.0,27,0,8,117,144,0,29.0,1.0740740740740742,7.081938631325899,8,34.0,0.3877526240058411,8,34.0
205.0,26,0,7,121,147,0,26.0,1.0,6.6190671828096965,7,54.0,0.3998154392170086,7,54.0
210.0,30,0,1,123,153,0,3.0,0.1,7.883354901046642,1,39.0,0.48085221270344647,1,39.0
