step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,1,0,0,0,1,0,0.0,0.0,14.009498135929594,0,0.0,0.9226268434052928,0,0.0
10.0,5,0,0,0,5,0,0.0,0.0,14.147226523651034,0,0.0,0.9516787979564978,0,0.0
15.0,9,0,0,0,9,0,0.0,0.0,13.791307209363326,0,0.0,0.9500647145304912,0,0.0
20.0,11,0,0,0,11,0,0.0,0.0,13.031980250088328,0,0.0,0.8910731748777916,0,0.0
25.0,15,0,0,1,16,0,0.0,0.0,10.951696853409874,0,0.0,0.7602187814402374,0,0.0
30.0,19,0,3,3,22,0,9.0,0.47368421052631576,10.372310001155721,3,9.0,0.7387920709523308,3,9.0
35.0,22,0,0,4,26,0,0.0,0.0,9.028398445977947,0,4.0,0.6458404869740848,0,4.0
40.0,20,0,2,7,27,0,6.0,0.3,8.425768343467565,2,6.0,0.5409810293098559,2,6.0
45.0,23,0,1,7,30,0,1.0,0.043478260869565216,7.832451254751415,1,9.0,0.44242824896761906,1,9.0
50.0,23,0,5,10,33,0,19.0,0.8260869565217391,8.929768027037268,5,19.0,0.48101176526044975,5,19.0
55.0,23,0,0,13,36,0,0.0,0.0,9.177064554457308,0,20.0,0.5399161835270999,0,20.0
60.0,22,0,2,19,41,0,7.0,0.3181818181818182,10.192739295819145,2,7.0,0.7043051097648859,2,7.0
65.0,25,0,1,22,47,0,2.0,0.08,10.292417403028226,1,2.0,0.7486496173085713,1,2.0
70.0,23,0,5,26,49,0,19.0,0.8260869565217391,8.043869716309604,5,19.0,0.46844475016182596,5,19.0
75.0,24,0,5,29,53,0,12.0,0.5,5.510908514588259,5,31.0,0.30796610594310714,5,31.0
80.0,24,0,3,31,55,0,14.0,0.5833333333333334,7.347599043910088,3,33.0,0.4158165351940976,3,33.0
85.0,29,0,3,32,61,0,29.0,1.0,9.571092365099988,3,34.0,0.5452099132600644,3,34.0
90.0,30,0,5,36,66,0,53.0,1.7666666666666666,10.270189921288486,5,53.0,0.6584498820936049,5,53.0
95.0,29,0,1,41,70,0,3.0,0.10344827586206896,8.1696262858263,1,35.0,0.50659639746904,1,35.0
100.0,27,0,7,46,73,0,24.0,0.8888888888888888,7.63987532895574,7,24.0,0.4238285440273417,7,24.0
105.0,25,0,6,49,74,0,22.0,0.88,5.52943320991669,6,47.0,0.22987881569736687,6,47.0
110.0,26,0,3,52,78,0,20.0,0.7692307692307693,7.152746603104284,3,41.0,0.36465996154158775,3,41.0
115.0,28,0,3,55,83,0,35.0,1.25,9.936652153601452,3,36.0,0.6036382240665947,3,36.0
120.0,26,0,4,58,84,0,52.0,2.0,9.858613874495287,4,52.0,0.5419284447594009,4,52.0
125.0,24,0,2,63,87,0,2.0,0.08333333333333333,7.988440642741025,2,27.0,0.37236752566357323,2,27.0
130.0,22,0,5,68,90,0,22.0,1.0,9.07087583967041,5,22.0,0.4618764968470836,5,22.0
135.0,20,0,0,73,93,0,0.0,0.0,8.661344391600693,0,22.0,0.48999561378670425,0,22.0
140.0,19,0,1,77,96,0,5.0,0.2631578947368421,10.584911567026314,1,5.0,0.6587774342696076,1,5.0
145.0,20,0,2,79,99,0,14.0,0.7,11.260883066850434,2,14.0,0.6584731504767493,2,14.0
150.0,20,0,4,83,103,0,31.0,1.55,10.711824401899976,4,31.0,0.6081007592519985,4,31.0
155.0,19,0,0,87,106,0,0.0,0.0,9.367846871039372,0,13.0,0.5904530862420503,0,13.0
160.0,19,0,4,90,109,0,12.0,0.631578947368421,9.13452827401939,4,12.0,0.5261731805013301,4,12.0
165.0,24,0,1,92,116,0,2.0,0.08333333333333333,10.104642625167505,1,16.0,0.678989389234512,1,16.0
170.0,23,0,0,97,120,0,0.0,0.0,10.386962574833975,0,2.0,0.7276502515896808,0,2.0
175.0,27,0,1,98,125,0,1.0,0.037037037037037035,11.133790235355272,1,1.0,0.7940390229572135,1,1.0
180.0,25,0,2,102,127,0,9.0,0.36,10.155778958888064,2,9.0,0.6972123856967158,2,9.0
185.0,27,0,3,105,132,0,23.0,0.8518518518518519,10.272162457635531,3,23.0,0.7212741210565482,3,23.0
190.0,25,0,0,110,135,0,0.0,0.0,9.486483948386283,0,7.0,0.6374550952734731,0,7.0
195.0,24,0,3,115,139,0,11.0,0.4583333333333333,9.689690605458381,3,11.0,0.6024798276216334,3,11.0
200.0,22,0,1,119,141,0,4.0,0.18181818181818182,9.012743996234342,1,12.0,0.5305075261646707,1,12.0
205.0,20,0,1,124,144,0,9.0,0.45,9.184108449885219,1,5.0,0.5622010043319918,1,5.0
210.0,21,0,1,126,147,0,1.0,0.047619047619047616,8.658113150044674,1,5.0,0.5726430540630433,1,5.0
215.0,23,0,3,128,151,0,11.0,0.4782608695652174,9.80683915867685,3,11.0,0.557206548883681,3,11.0
220.0,19,0,0,134,153,0,0.0,0.0,8.662453748234128,0,9.0,0.4792201470407471,0,9.0
225.0,18,0,0,137,155,0,0.0,0.0,10.741867177568503,0,0.0,0.684393177647236,0,0.0
230.0,19,0,1,140,159,0,2.0,0.10526315789473684,12.242402266332983,1,2.0,0.8267702984238463,1,2.0
235.0,17,0,1,143,160,0,7.0,0.4117647058823529,11.999218988492071,1,7.0,0.8010339678434274,1,7.0
240.0,13,0,1,149,162,0,2.0,0.15384615384615385,10.099956185526008,1,2.0,0.5885724956955917,1,2.0
245.0,14,0,3,154,168,0,12.0,0.8571428571428571,9.97367276831147,3,12.0,0.6689750326381341,3,12.0
250.0,20,0,0,154,174,0,0.0,0.0,10.531768225983921,0,5.0,0.7857604441872222,0,5.0
255.0,22,0,0,157,179,0,0.0,0.0,11.389738132426507,0,0.0,0.8048672223774473,0,0.0
260.0,27,0,1,157,184,0,3.0,0.1111111111111111,11.701838703953989,1,3.0,0.7855019580345814,1,3.0
265.0,26,0,3,161,187,0,14.0,0.5384615384615384,9.865395488349405,3,14.0,0.618278508534951,3,14.0
