step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,3,0,0,0,3,0,0.0,0.0,14.140938193912591,0,0.0,0.9671917485729161,0,0.0
10.0,5,0,0,0,5,0,0.0,0.0,14.091250049865641,0,0.0,0.9499911715633435,0,0.0
15.0,9,0,0,0,9,0,0.0,0.0,13.753826096558033,0,0.0,0.9563473838814099,0,0.0
20.0,13,0,0,0,13,0,0.0,0.0,12.341752469054587,0,0.0,0.8733516268024015,0,0.0
25.0,15,0,1,1,16,0,4.0,0.26666666666666666,11.288526867947521,1,4.0,0.7367973026075962,1,4.0
30.0,14,0,3,4,18,0,16.0,1.1428571428571428,9.23893692216183,3,16.0,0.556296678541408,3,16.0
35.0,15,0,4,6,21,0,36.0,2.4,8.301969673886228,4,36.0,0.48221389521143915,4,36.0
40.0,17,0,0,6,23,0,0.0,0.0,8.461301727825273,0,23.0,0.529892220028389,0,23.0
45.0,17,0,3,8,25,0,11.0,0.6470588235294118,10.063361347066992,3,11.0,0.6111658023711024,3,11.0
50.0,20,0,0,12,32,0,0.0,0.0,9.834458202111282,0,6.0,0.6656395520686801,0,6.0
55.0,23,0,1,15,38,0,4.0,0.17391304347826086,11.342659757196422,1,4.0,0.8038883741128537,1,4.0
60.0,26,0,2,16,42,0,10.0,0.38461538461538464,11.157909073015052,2,10.0,0.7864429629509837,2,10.0
65.0,29,0,3,19,48,0,21.0,0.7241379310344828,9.927128198758966,3,21.0,0.6544353507981368,3,21.0
70.0,28,0,5,24,52,0,45.0,1.6071428571428572,9.397897695493958,5,45.0,0.5666545745564712,5,45.0
75.0,23,0,3,30,53,0,6.0,0.2608695652173913,6.872472801053859,3,35.0,0.37196350925271476,3,35.0
80.0,25,0,6,32,57,0,25.0,1.0,7.252023736280782,6,27.0,0.33649078468758653,6,27.0
85.0,25,0,4,36,61,0,18.0,0.72,7.571195359501018,4,45.0,0.442461674978401,4,45.0
90.0,24,0,1,40,64,0,9.0,0.375,8.707171694491835,1,21.0,0.5172107100632425,1,21.0
95.0,25,0,2,42,67,0,16.0,0.64,10.512857524133404,2,12.0,0.6206163208846244,2,12.0
100.0,22,0,3,46,68,0,29.0,1.3181818181818181,9.921176738092173,3,25.0,0.4562934669969102,3,25.0
105.0,20,0,4,51,71,0,49.0,2.45,9.69537051667406,4,45.0,0.4859762188161831,4,45.0
110.0,20,0,4,55,75,0,69.0,3.45,9.921223826072358,4,65.0,0.6323943005036207,4,65.0
115.0,20,0,4,60,80,0,89.0,4.45,10.191571794969354,4,85.0,0.6219980331576014,4,85.0
120.0,20,0,1,63,83,0,1.0,0.05,9.454595190200418,1,40.0,0.6205850678884484,1,40.0
125.0,21,0,3,66,87,0,12.0,0.5714285714285714,9.598140616148985,3,12.0,0.5984182724822608,3,12.0
130.0,23,0,0,68,91,0,0.0,0.0,8.522508665518812,0,7.0,0.5379498529186204,0,7.0
135.0,24,0,1,72,96,0,1.0,0.041666666666666664,9.356614727885171,1,1.0,0.5808259880127257,1,1.0
140.0,24,0,1,74,98,0,6.0,0.25,10.360579807797546,1,6.0,0.6257584480485914,1,6.0
145.0,27,0,2,77,104,0,12.0,0.4444444444444444,11.522949418581518,2,12.0,0.7710515295012043,2,12.0
150.0,25,0,3,82,107,0,24.0,0.96,11.239705626668632,3,24.0,0.6998749664143998,3,24.0
155.0,24,0,0,87,111,0,0.0,0.0,9.405369564164111,0,5.0,0.5914353122990532,0,5.0
160.0,21,0,5,94,115,0,14.0,0.6666666666666666,8.123117585832025,5,14.0,0.5047036441035456,5,14.0
165.0,25,0,1,95,120,0,3.0,0.12,7.928112991774911,1,23.0,0.5379168143292691,1,23.0
170.0,26,0,1,98,124,0,4.0,0.15384615384615385,8.80228405127285,1,7.0,0.5280670034772426,1,7.0
175.0,29,0,4,100,129,0,18.0,0.6206896551724138,9.630603357313355,4,18.0,0.5780324332388679,4,18.0
180.0,28,0,2,103,131,0,2.0,0.07142857142857142,8.3625775012678,2,13.0,0.4689949675516454,2,13.0
185.0,25,0,7,109,134,0,25.0,1.0,8.043746723186054,7,25.0,0.4179362134120449,7,25.0
190.0,25,0,10,113,138,0,70.0,2.8,6.929605861880989,10,70.0,0.33341233074249066,10,70.0
195.0,26,0,6,117,143,0,41.0,1.5769230769230769,6.911709316654318,6,87.0,0.4224467106603145,6,87.0
200.0,26,0,1,121,147,0,3.0,0.11538461538461539,7.024361162534746,1,56.0,0.4079681613774294,1,56.0
205.0,29,0,1,121,150,0,8.0,0.27586206896551724,8.88436466127453,1,14.0,0.45984880107547377,1,14.0
210.0,27,0,2,125,152,0,16.0,0.5925925925925926,10.15581433477131,2,16.0,0.5553891890384965,2,16.0
215.0,27,0,3,130,157,0,29.0,1.0740740740740742,11.14349444954626,3,29.0,0.7261942662891655,3,29.0
220.0,25,0,3,135,160,0,44.0,1.76,11.38297778130488,3,44.0,0.7403401629716034,3,44.0
225.0,20,0,1,141,161,0,1.0,0.05,8.82989135551659,1,13.0,0.5132197731257574,1,13.0
230.0,18,0,4,147,165,0,12.0,0.6666666666666666,7.861744177068082,4,12.0,0.4578045931694496,4,12.0
235.0,21,0,1,148,169,0,3.0,0.14285714285714285,8.682775693690067,1,16.0,0.5749574363296899,1,16.0
240.0,22,0,0,151,173,0,0.0,0.0,10.518706595460998,0,3.0,0.7007080249648475,0,3.0
245.0,22,0,2,153,175,0,4.0,0.18181818181818182,8.354469502345648,2,7.0,0.46863717987657666,2,7.0
250.0,23,0,8,156,179,0,31.0,1.3478260869565217,7.823523776918245,8,34.0,0.3978344781353262,8,34.0
255.0,21,0,9,161,182,0,73.0,3.4761904761904763,6.2307008659767495,9,76.0,0.3527662938910229,9,76.0
260.0,21,0,7,164,185,0,44.0,2.0952380952380953,4.871736483171413,7,92.0,0.3512150842866529,7,92.0
265.0,22,0,2,164,186,0,4.0,0.18181818181818182,6.017634185366464,2,58.0,0.28920265796768535,2,58.0
270.0,24,0,3,164,188,0,7.0,0.2916666666666667,6.575472157895837,3,57.0,0.2907080838325348,3,57.0
275.0,23,0,9,166,189,0,39.0,1.6956521739130435,6.1938812837476345,9,87.0,0.2165342877960736,9,87.0
