step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,3,0,0,0,3,0,0.0,0.0,13.722968417534034,0,0.0,0.9662228239515077,0,0.0
10.0,7,0,0,0,7,0,0.0,0.0,13.267433682110495,0,0.0,0.9780992808010989,0,0.0
15.0,11,0,0,0,11,0,0.0,0.0,12.68549724426447,0,0.0,0.8740480422139139,0,0.0
20.0,16,0,1,0,16,0,3.0,0.1875,12.069495311074775,1,3.0,0.830316644170145,1,3.0
25.0,22,0,1,1,23,0,1.0,0.045454545454545456,10.251703946100946,1,1.0,0.7180842979887772,1,1.0
30.0,24,0,3,3,27,0,11.0,0.4583333333333333,10.436600065372964,3,11.0,0.6945268183290101,3,11.0
35.0,24,0,5,4,28,0,32.0,1.3333333333333333,8.462189523869217,5,32.0,0.4125180400179936,5,32.0
40.0,22,0,9,9,31,0,70.0,3.1818181818181817,6.3191280939232035,9,70.0,0.2571552784765181,9,70.0
45.0,22,0,6,13,35,0,36.0,1.6363636363636365,6.752056502450748,6,82.0,0.42581637848579224,6,82.0
50.0,25,0,0,15,40,0,0.0,0.0,8.458724257186518,0,44.0,0.5273727805180524,0,44.0
55.0,26,0,1,16,42,0,4.0,0.15384615384615385,9.363692606198756,1,6.0,0.522168047074986,1,6.0
60.0,30,0,3,19,49,0,15.0,0.5,10.256906857427106,3,15.0,0.6680375609002931,3,15.0
65.0,28,0,4,24,52,0,34.0,1.2142857142857142,10.202036588676561,4,34.0,0.6710953546547729,4,34.0
70.0,27,0,4,30,57,0,54.0,2.0,9.758871358332588,4,54.0,0.6276251722372511,4,54.0
75.0,25,0,6,35,60,0,79.0,3.16,9.383870365615786,6,79.0,0.5321460875362354,6,79.0
80.0,24,0,1,37,61,0,1.0,0.041666666666666664,8.041676113671054,1,50.0,0.4432538218723884,1,50.0
85.0,22,0,4,43,65,0,14.0,0.6363636363636364,8.314454301198472,4,14.0,0.4557575108641989,4,14.0
90.0,24,0,1,46,70,0,3.0,0.125,9.03405388358305,1,18.0,0.5767491458970196,1,18.0
95.0,20,0,0,50,70,0,0.0,0.0,9.516090780794785,0,3.0,0.5376772497264874,0,3.0
100.0,19,0,1,53,72,0,5.0,0.2631578947368421,10.542660547715974,1,5.0,0.6002816722805071,1,5.0
105.0,16,0,3,57,73,0,18.0,1.125,9.643517063026511,3,18.0,0.4859401814367419,3,18.0
110.0,15,0,3,62,77,0,33.0,2.2,9.378315840539118,3,33.0,0.5598130918059239,3,33.0
115.0,15,0,4,66,81,0,52.0,3.466666666666667,9.426465946061596,4,52.0,0.6331207346376423,4,52.0
120.0,15,0,5,68,83,0,73.0,4.866666666666666,7.977596339922528,5,73.0,0.5428386081735069,5,73.0
125.0,20,0,0,68,88,0,0.0,0.0,7.1668154464583935,0,39.0,0.5001867737687017,0,39.0
130.0,23,0,5,69,92,0,20.0,0.8695652173913043,8.856122432849137,5,20.0,0.5549575841769705,5,20.0
135.0,24,0,2,70,94,0,2.0,0.08333333333333333,7.374155919033465,2,26.0,0.41825793266346023,2,26.0
140.0,25,0,2,74,99,0,8.0,0.32,8.942653641391987,2,11.0,0.5548353919466842,2,11.0
145.0,27,0,4,76,103,0,23.0,0.8518518518518519,9.957332541870274,4,23.0,0.609179283377786,4,23.0
