step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,2,0,0,0,2,0,0.0,0.0,15.384312266585418,0,0.0,0.9551214587306855,0,0.0
10.0,6,0,0,0,6,0,0.0,0.0,14.04159554289331,0,0.0,0.9745482790753833,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,12.007474532671363,0,0.0,0.8370236614400883,0,0.0
20.0,15,0,1,0,15,0,4.0,0.26666666666666666,12.031223222736296,1,4.0,0.8479494832851824,1,4.0
25.0,16,0,3,1,17,0,12.0,0.75,10.00278388564053,3,12.0,0.6312857447795867,3,12.0
30.0,19,0,1,1,20,0,1.0,0.05263157894736842,8.723140907992212,1,7.0,0.5292432899885033,1,7.0
35.0,17,0,3,5,22,0,11.0,0.6470588235294118,9.191019771086001,3,11.0,0.495017568984085,3,11.0
40.0,18,0,0,6,24,0,0.0,0.0,8.499995913149556,0,11.0,0.40937927717200856,0,11.0
45.0,19,0,0,10,29,0,0.0,0.0,11.075917475301944,0,0.0,0.7276694343370274,0,0.0
50.0,20,0,0,12,32,0,0.0,0.0,12.178842426028455,0,0.0,0.8954666468131466,0,0.0
55.0,19,0,1,16,35,0,4.0,0.21052631578947367,11.91505447669913,1,4.0,0.7749450949124116,1,4.0
60.0,20,0,1,21,41,0,3.0,0.15,11.37265268078006,1,3.0,0.7997933502989891,1,3.0
65.0,18,0,3,25,43,0,12.0,0.6666666666666666,9.825964635816257,3,12.0,0.6017273455622943,3,12.0
70.0,17,0,1,28,45,0,1.0,0.058823529411764705,6.1504770723872,1,10.0,0.38312852910955425,1,10.0
75.0,18,0,2,29,47,0,10.0,0.5555555555555556,8.990140212529258,2,10.0,0.5165745005124253,2,10.0
