step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,5,0,0,0,5,0,0.0,0.0,13.321418247809998,0,0.0,0.9778969512033004,0,0.0
10.0,8,0,0,0,8,0,0.0,0.0,13.569697699834858,0,0.0,0.9703048637498564,0,0.0
15.0,12,0,1,0,12,0,1.0,0.08333333333333333,10.240151308549788,1,1.0,0.7235061674932265,1,1.0
20.0,13,0,1,0,13,0,1.0,0.07692307692307693,7.439214637730114,1,2.0,0.49794493542579965,1,2.0
25.0,16,0,3,0,16,0,14.0,0.875,9.21959856869746,3,14.0,0.44096084609366776,3,14.0
30.0,24,0,1,0,24,0,1.0,0.041666666666666664,11.341614451489022,1,9.0,0.7843754365322223,1,9.0
35.0,26,0,3,4,30,0,10.0,0.38461538461538464,10.548757968731413,3,10.0,0.7276305535177983,3,10.0
40.0,27,0,2,8,35,0,3.0,0.1111111111111111,7.516516101306355,2,12.0,0.521434965488708,2,12.0
45.0,29,0,3,11,40,0,16.0,0.5517241379310345,8.021356724392485,3,16.0,0.4500527787767676,3,16.0
50.0,31,0,5,13,44,0,37.0,1.1935483870967742,8.663771577528998,5,37.0,0.44395630697291927,5,37.0
55.0,30,0,5,16,46,0,62.0,2.066666666666667,9.847079915473307,5,62.0,0.5745654133985847,5,62.0
60.0,28,0,3,22,50,0,4.0,0.14285714285714285,7.262207507175622,3,43.0,0.3959119637669293,3,43.0
65.0,27,0,7,26,53,0,30.0,1.1111111111111112,7.79680697599495,7,31.0,0.40075166958912634,7,31.0
70.0,28,0,5,30,58,0,21.0,0.75,7.251852187637195,5,52.0,0.4309853411147929,5,52.0
75.0,30,0,3,33,63,0,15.0,0.5,8.096093956990133,3,36.0,0.5032674901093808,3,36.0
80.0,30,0,4,36,66,0,31.0,1.0333333333333334,9.451996413222837,4,31.0,0.5533525811660605,4,31.0
85.0,27,0,4,40,67,0,51.0,1.8888888888888888,9.782994444759892,4,51.0,0.511961933917504,4,51.0
90.0,25,0,2,45,70,0,2.0,0.08,7.603784299318806,2,31.0,0.3324928411484626,2,31.0
95.0,24,0,6,50,74,0,24.0,1.0,9.449905269050172,6,24.0,0.5022905541017973,6,24.0
100.0,23,0,2,55,78,0,5.0,0.21739130434782608,7.394398251955858,2,31.0,0.4801735655859775,2,31.0
105.0,25,0,3,58,83,0,14.0,0.56,9.062969444348639,3,14.0,0.6144830418556689,3,14.0
110.0,24,0,4,60,84,0,33.0,1.375,9.423673780169048,4,33.0,0.5628171712538786,4,33.0
115.0,25,0,2,62,87,0,3.0,0.12,7.372649429932531,2,24.0,0.3693208708597498,2,24.0
120.0,23,0,7,68,91,0,29.0,1.2608695652173914,9.238881224386065,7,29.0,0.4846203303346509,7,29.0
125.0,22,0,2,71,93,0,7.0,0.3181818181818182,7.8749301557387215,2,36.0,0.4073050746227263,2,36.0
130.0,21,0,1,75,96,0,3.0,0.14285714285714285,9.057775687382556,1,11.0,0.5710779647956413,1,11.0
135.0,23,0,2,77,100,0,12.0,0.5217391304347826,10.651163804812052,2,12.0,0.7697929373827009,2,12.0
140.0,24,0,2,80,104,0,2.0,0.08333333333333333,9.340346724787016,2,2.0,0.6685196643902334,2,2.0
145.0,24,0,4,83,107,0,19.0,0.7916666666666666,9.331512676884273,4,19.0,0.5582016391405562,4,19.0
150.0,21,0,2,89,110,0,3.0,0.14285714285714285,7.053616906659422,2,19.0,0.4156802595569061,2,19.0
155.0,18,0,2,93,111,0,10.0,0.5555555555555556,7.667466378048831,2,12.0,0.4654556843696005,2,12.0
160.0,23,0,2,93,116,0,20.0,0.8695652173913043,10.00991577593357,2,20.0,0.6366006651726138,2,20.0
165.0,24,0,3,95,119,0,35.0,1.4583333333333333,10.84495089805421,3,35.0,0.6928316814442885,3,35.0
170.0,23,0,0,100,123,0,0.0,0.0,10.070974477940416,0,8.0,0.6784832514608872,0,8.0
175.0,21,0,4,105,126,0,13.0,0.6190476190476191,9.750785881976256,4,13.0,0.5780317154813973,4,13.0
180.0,21,0,1,109,130,0,1.0,0.047619047619047616,8.238271752002055,1,16.0,0.5255049994654958,1,16.0
185.0,24,0,1,111,135,0,5.0,0.20833333333333334,10.258795962751462,1,6.0,0.6862634675159038,1,6.0
190.0,23,0,2,114,137,0,15.0,0.6521739130434783,11.21735092282025,2,15.0,0.6811249932506969,2,15.0
195.0,22,0,4,118,140,0,31.0,1.4090909090909092,9.530936468208951,4,31.0,0.5239203760724015,4,31.0
200.0,21,0,0,123,144,0,0.0,0.0,9.543638006696787,0,15.0,0.6269366985066157,0,15.0
205.0,22,0,3,127,149,0,9.0,0.4090909090909091,9.84500109419642,3,9.0,0.6232473720471964,3,9.0
210.0,22,0,0,131,153,0,0.0,0.0,8.54632905911565,0,10.0,0.599390625613409,0,10.0
215.0,22,0,2,134,156,0,5.0,0.22727272727272727,9.298314157894955,2,5.0,0.5502420219896003,2,5.0
220.0,24,0,3,135,159,0,19.0,0.7916666666666666,10.55009052768183,3,19.0,0.6128475045625986,3,19.0
225.0,21,0,3,139,160,0,34.0,1.619047619047619,10.0493650659262,3,34.0,0.5268887234313964,3,34.0
230.0,21,0,0,144,165,0,0.0,0.0,9.003445866928134,0,14.0,0.5811976643361292,0,14.0
235.0,19,0,2,148,167,0,8.0,0.42105263157894735,9.83615239449853,2,8.0,0.6415328472648347,2,8.0
240.0,19,0,0,152,171,0,0.0,0.0,9.703607797801219,0,3.0,0.7326326476913135,0,3.0
245.0,20,0,2,155,175,0,6.0,0.3,10.354475936128432,2,6.0,0.7143481978066233,2,6.0
250.0,22,0,2,157,179,0,16.0,0.7272727272727273,10.79398915854655,2,16.0,0.7558988464103163,2,16.0
255.0,22,0,1,161,183,0,1.0,0.045454545454545456,9.230630742505841,1,1.0,0.6582861860369177,1,1.0
260.0,24,0,4,163,187,0,14.0,0.5833333333333334,8.492949630153403,4,14.0,0.48806836870169784,4,14.0
265.0,25,0,2,166,191,0,5.0,0.2,7.607516533207482,2,23.0,0.45994856254253014,2,23.0
270.0,23,0,1,172,195,0,1.0,0.043478260869565216,8.307887411411963,1,9.0,0.4890960973666836,1,9.0
275.0,26,0,4,172,198,0,17.0,0.6538461538461539,10.023677028091495,4,17.0,0.5657054031142678,4,17.0
280.0,24,0,4,176,200,0,37.0,1.5416666666666667,10.185033200506735,4,37.0,0.5508630120429756,4,37.0
285.0,21,0,4,181,202,0,57.0,2.7142857142857144,9.634023236347982,4,57.0,0.5147679339572782,4,57.0
290.0,20,0,0,186,206,0,0.0,0.0,9.989548063162877,0,32.0,0.7157266898298021,0,32.0
295.0,21,0,2,190,211,0,6.0,0.2857142857142857,11.070432238045072,2,6.0,0.7194508129550661,2,6.0
300.0,21,0,0,194,215,0,0.0,0.0,10.517529893757418,0,3.0,0.7466258933240979,0,3.0
305.0,22,0,2,198,220,0,4.0,0.18181818181818182,10.62914710929582,2,4.0,0.6924379748377566,2,4.0
310.0,25,0,2,199,224,0,14.0,0.56,11.153000343933432,2,14.0,0.7170502345079147,2,14.0
315.0,27,0,2,203,230,0,2.0,0.07407407407407407,9.407032540371922,2,2.0,0.5988744950599281,2,2.0
