step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,5,0,0,0,5,0,0.0,0.0,13.798171723874749,0,0.0,0.9630073205196554,0,0.0
10.0,7,0,0,0,7,0,0.0,0.0,12.266781666836007,0,0.0,0.8773180827380431,0,0.0
15.0,10,0,0,0,10,0,0.0,0.0,10.433613624309347,0,0.0,0.7218537575681011,0,0.0
20.0,11,0,2,0,11,0,6.0,0.5454545454545454,10.948840412725112,2,6.0,0.6298760081043724,2,6.0
25.0,10,0,2,2,12,0,16.0,1.6,10.016693100331494,2,16.0,0.4577043355145384,2,16.0
30.0,10,0,3,4,14,0,28.0,2.8,9.213089945619254,3,28.0,0.4673700545767409,3,28.0
35.0,9,0,0,6,15,0,0.0,0.0,9.259838969958125,0,5.0,0.6264232899831601,0,5.0
40.0,11,0,2,7,18,0,6.0,0.5454545454545454,9.39399027312732,2,6.0,0.503302601724055,2,6.0
45.0,13,0,4,8,21,0,22.0,1.6923076923076923,8.745314288149428,4,22.0,0.5162454609166318,4,22.0
50.0,14,0,5,11,25,0,44.0,3.142857142857143,7.248829447394952,5,44.0,0.4744508382003245,5,44.0
55.0,17,0,2,11,28,0,5.0,0.29411764705882354,7.666445380575753,2,37.0,0.5180415884070969,2,37.0
60.0,20,0,0,12,32,0,0.0,0.0,9.536149276504698,0,6.0,0.605167789665319,0,6.0
65.0,24,0,2,12,36,0,8.0,0.3333333333333333,11.402998641780192,2,8.0,0.6899709148401616,2,8.0
70.0,23,0,1,16,39,0,1.0,0.043478260869565216,9.398057105623032,1,4.0,0.5740627627636024,1,4.0
75.0,22,0,4,21,43,0,15.0,0.6818181818181818,9.263896200492763,4,15.0,0.5471889364928363,4,15.0
80.0,24,0,0,24,48,0,0.0,0.0,9.100256999938264,0,16.0,0.5997775074441545,0,16.0
85.0,23,0,1,29,52,0,4.0,0.17391304347826086,9.924056339732388,1,4.0,0.6747560707527765,1,4.0
90.0,27,0,2,30,57,0,13.0,0.48148148148148145,10.95543304248807,2,13.0,0.782613404438518,2,13.0
95.0,29,0,4,33,62,0,28.0,0.9655172413793104,9.712962274294725,4,28.0,0.6200408536841924,4,28.0
100.0,28,0,2,37,65,0,2.0,0.07142857142857142,8.055996381455959,2,18.0,0.5066633044002206,2,18.0
105.0,26,0,5,41,67,0,15.0,0.5769230769230769,8.28747740495976,5,16.0,0.4305574743197347,5,16.0
110.0,24,0,3,46,70,0,4.0,0.16666666666666666,7.453486771387094,3,22.0,0.3376917469358028,3,22.0
115.0,26,0,3,49,75,0,14.0,0.5384615384615384,9.822200479977285,3,18.0,0.5982819491904396,3,18.0
120.0,25,0,1,54,79,0,1.0,0.04,9.37793040805646,1,8.0,0.5750565395283327,1,8.0
125.0,27,0,6,58,85,0,21.0,0.7777777777777778,9.313188065277807,6,22.0,0.5577369820470982,6,22.0
130.0,26,0,8,63,89,0,58.0,2.230769230769231,7.309821625609938,8,59.0,0.38205514408303964,8,59.0
135.0,26,0,7,66,92,0,30.0,1.1538461538461537,5.59886708502863,7,74.0,0.32068523484404277,7,74.0
140.0,28,0,4,68,96,0,10.0,0.35714285714285715,7.514434078640351,4,44.0,0.4084205392989384,4,44.0
145.0,32,0,2,69,101,0,6.0,0.1875,7.009177836285754,2,47.0,0.3757675397617409,2,47.0
150.0,30,0,8,72,102,0,36.0,1.2,5.658053783492565,8,77.0,0.21715676037787296,8,77.0
155.0,29,0,9,77,106,0,33.0,1.1379310344827587,4.44869876428958,9,93.0,0.23691966685939195,9,93.0
160.0,28,0,5,80,108,0,17.0,0.6071428571428571,5.030502705021165,5,71.0,0.209903417693369,5,71.0
165.0,33,0,2,80,113,0,18.0,0.5454545454545454,8.220448469547152,2,52.0,0.39481523525783907,2,52.0
170.0,34,0,3,84,118,0,30.0,0.8823529411764706,9.322360928000347,3,44.0,0.5181894285608749,3,44.0
175.0,36,0,5,89,125,0,48.0,1.3333333333333333,8.960747051726463,5,50.0,0.5372327085618417,5,50.0
180.0,37,0,5,94,131,0,73.0,1.972972972972973,9.506458594220774,5,73.0,0.5945959406675406,5,73.0
185.0,37,0,3,99,136,0,5.0,0.13513513513513514,7.720215876704813,3,42.0,0.48462439436783644,3,42.0
190.0,39,0,6,103,142,0,22.0,0.5641025641025641,7.222448369690451,6,25.0,0.4148612923080356,6,25.0
195.0,36,0,8,108,144,0,22.0,0.6111111111111112,5.949715837864854,8,46.0,0.3142880245715058,8,46.0
200.0,35,0,5,112,147,0,24.0,0.6857142857142857,5.804835880004452,5,52.0,0.27089605498307157,5,52.0
205.0,35,0,9,115,150,0,56.0,1.6,7.417264985213092,9,66.0,0.3579284218131321,9,66.0
210.0,35,0,6,118,153,0,25.0,0.7142857142857143,6.488343687773402,6,74.0,0.33915573980760283,6,74.0
215.0,35,0,8,123,158,0,26.0,0.7428571428571429,7.1100847348443565,8,63.0,0.39164181412856075,8,63.0
220.0,34,0,9,127,161,0,32.0,0.9411764705882353,5.345982697963758,9,92.0,0.2798606006715059,9,92.0
